Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Random Date
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255,2016-07-06
PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,25,260,2015-03-17
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264,2020-01-21
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292,2001-11-23
PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,25,260,2000-08-14
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294,2001-01-30
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297,2005-11-12
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,340,2011-07-31
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,313,2013-10-27
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18,354,2019-11-12
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,11.5,14.1,20,324,2008-03-07
RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,286,2017-09-07
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290,2006-03-14
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,285,2007-06-24
RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.6,8.4,10.2,28,275,2013-11-26
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274,2012-08-18
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,269,2021-01-10
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260,2003-12-10
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262,2002-07-16
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9,18,254,2013-02-15
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,18,368,2007-05-22
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,18,368,2019-04-10
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7,12.8,17.1,17,393,2014-05-16
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393,2017-09-03
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,17,393,2008-09-29
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,12.7,17.1,17,393,2010-10-24
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,18,359,2020-06-06
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193,2000-08-19
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.8,9.5,30,218,2014-11-09
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46,143,2001-01-03
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9.0,31,207,2009-07-23
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.6,9.0,31,207,2010-03-20
SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.9,29,228,2014-01-12
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.9,29,228,2011-05-11
SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8.0,35,184,2013-10-05
SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,36,182,2004-01-29
SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,44,147,2021-10-25
SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,44,147,2008-06-09
SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,2017-12-20
SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389,2014-03-28
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.1,8.5,33,196,2003-05-19
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.0,7.9,9.6,29,221,2021-03-28
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV,Z,10.2,8.6,9.5,30,218,2012-10-27
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,198,2006-01-02
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,223,2000-02-16
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,36,179,2010-03-30
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.6,7.1,8.5,33,196,2000-12-25
SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,12.6,9.5,11.2,25,258,2015-12-29
SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23,288,2015-11-29
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,36,179,2001-09-10
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.6,7.1,8.5,33,196,2021-10-21
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,9.5,11.2,25,258,2000-06-19
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23,288,2017-07-17
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,33,198,2012-05-29
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,8.2,9.9,29,228,2014-07-13
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,9.5,11.6,24,267,2009-05-26
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,7.8,9.0,31,207,2015-07-20
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,10.8,8.5,9.8,29,225,2016-05-21
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,13.4,9.7,11.7,24,269,2000-09-20
SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,11.1,13.1,22,301,2014-07-26
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV,X,9.5,7.2,8.5,33,196,2017-07-08
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,8.0,9.2,31,212,2019-07-06
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV,X,8.1,7.2,7.7,37,177,2018-08-11
TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.9,22,297,2010-03-02
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.9,22,297,2007-04-13
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221,2020-03-20
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,34,189,2012-08-21
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,7.8,9.6,29,221,2017-05-04
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,50,131,2013-12-13
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.2,6.0,47,138,2011-08-24
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.7,37,177,2008-01-09
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.1,6.3,7.3,39,168,2021-06-01
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.0,5.9,7.1,40,163,2004-09-27
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38,170,2021-04-29
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,156,2012-02-18
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,159,2014-05-26
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.4,7.5,8.5,33,196,2001-06-04
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8.9,7.3,8.2,34,189,2007-02-20
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,A5,X,14.3,11.2,12.9,22,297,2005-09-21
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,M6,X,15.4,12.1,13.9,20,320,2018-03-25
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,8.6,10.3,27,237,2017-04-21
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.6,9.4,11.2,25,258,2005-07-05
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13.0,9.7,11.5,25,264,2020-11-29
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.0,8.6,8.3,34,191,2021-12-11
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,8.6,8.2,34,189,2011-03-18
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,4.9,4.8,59,110,2012-09-29
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.6,4.9,4.7,60,108,2010-12-22
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.5,51,126,2018-04-25
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205,2005-07-01
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,30,216,2021-11-14
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.2,9.5,30,218,2004-10-06
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19.0,13.9,16.7,17,384,2018-02-21
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,9.4,11.3,25,260,2008-08-07
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,10.3,12.4,23,285,2009-09-10
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.3,10.9,26,251,2010-01-14
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,8.9,10.2,28,235,2005-11-09
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301,2007-05-08
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,10.5,11.9,24,274,2014-10-21
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,10.6,11.8,24,271,2020-10-23
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,11.5,13.3,21,306,2005-10-27
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.3,12.3,14.0,20,322,2020-07-09
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.0,6,AS5,X,14.8,11.8,13.5,21,310,2005-08-29
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,329,2000-09-03
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.6,12.9,15.5,18,356,2008-09-22
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19,347,2003-02-20
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,373,2011-04-13
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.4,8.2,10.0,28,230,2006-11-07
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.6,9.1,11.0,26,253,2014-01-29
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,28,235,2010-08-18
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.9,9.4,11.3,25,260,2014-06-25
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,6.6,7.3,39,168,2010-09-14
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.8,6.3,7.1,40,163,2001-08-28
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,33,196,2003-05-09
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200,2010-08-11
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,A6,Z,10.3,7.7,9.1,31,209,2018-02-25
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,10.8,7.6,9.4,30,216,2003-10-25
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,10.9,8.4,9.8,29,225,2020-03-18
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.2,7.7,9.6,29,221,2011-01-14
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,A6,D,8.4,5.9,7.4,38,200,2010-07-10
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,8.8,6.1,7.7,37,208,2016-07-01
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,7.3,8.7,32,200,2002-04-22
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,A6,Z,10.3,8.1,9.3,30,214,2002-08-09
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,M6,Z,10.8,7.6,9.4,30,216,2003-03-19
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,8.7,10.1,28,232,2014-10-06
VOLKSWAGEN,CC,COMPACT,2.0,4,A6,Z,11.1,7.9,9.7,29,223,2019-06-27
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.6,7.7,9.8,29,225,2008-02-18
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,14.3,9.8,12.3,23,283,2020-12-20
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,A6,Z,10.9,8.0,9.6,29,221,2017-01-31
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,11.0,7.7,9.5,30,218,2007-09-02
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,11.2,7.3,9.4,30,216,2005-02-13
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4,A6,D,8.1,6.4,7.4,38,198,2019-12-09
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,8.3,6.0,7.3,39,196,2002-10-16
VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,6.7,8.2,34,189,2008-03-22
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.7,8.2,34,189,2013-09-06
VOLKSWAGEN,JETTA,COMPACT,2.0,4,A6,X,10.6,8.0,9.4,30,216,2013-01-22
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,10.4,7.2,9.0,31,207,2015-10-11
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,A6,D,8.1,6.4,7.4,38,198,2005-07-08
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,M6,D,8.3,6.0,7.3,39,196,2009-08-22
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,A6,Z,10.2,7.5,9.0,31,207,2017-08-12
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,M6,Z,10.6,7.4,9.2,31,212,2006-12-15
VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,5.2,5.4,52,124,2013-08-05
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,33,198,2016-10-19
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10.0,6.9,8.6,33,198,2017-06-29
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11.0,8.0,9.7,29,223,2001-10-14
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,11.4,7.8,9.8,29,225,2012-04-06
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,12.4,8.8,10.8,26,248,2004-10-27
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,A6,D,7.8,5.9,6.9,41,180,2013-07-25
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,9.5,12.1,23,278,2001-10-10
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,A6,Z,11.7,9.5,10.7,26,246,2005-06-03
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.6,9.2,11.6,24,267,2004-08-04
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,A6,Z,11.7,9.4,10.7,26,246,2014-02-12
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.4,10.4,12.6,22,296,2017-08-19
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,28,277,2008-12-09
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223,2007-05-08
VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232,2018-11-10
VOLVO,S60 AWD,COMPACT,3.0,6,AS6,X,13.2,9.5,11.5,25,264,2012-03-19
VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,8.1,10.2,28,235,2016-10-19
VOLVO,S80 AWD,MID-SIZE,3.0,6,AS6,X,13.2,9.5,11.5,25,264,2014-02-03
VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13.0,8.9,11.2,25,258,2008-09-11
VOLVO,XC60 AWD,SUV - SMALL,3.0,6,AS6,X,13.4,9.8,11.8,24,271,2010-08-28
VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,13.2,9.5,11.5,25,264,2014-11-19
VOLVO,XC70 AWD,SUV - SMALL,3.0,6,AS6,X,13.4,9.8,11.8,24,271,2001-08-17
VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,12.9,9.3,11.3,25,260,2020-06-06
VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.9,10.2,12.8,22,294,2002-04-04
ACURA,ILX,COMPACT,2.0,4,AS5,Z,9.7,6.7,8.3,34,191,2016-08-29
ACURA,ILX,COMPACT,2.4,4,M6,Z,10.8,7.4,9.3,30,214,2021-09-11
ACURA,ILX HYBRID,COMPACT,1.5,4,AV7,Z,6.0,6.1,6.1,46,140,2008-01-01
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS6,Z,12.7,9.1,11.1,25,255,2012-03-27
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,2010-09-05
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10.0,28,230,2016-10-26
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,177,2001-09-18
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,191,2010-11-24
ACURA,TLX,COMPACT,3.5,6,AS9,Z,11.2,6.9,9.2,31,212,2009-12-22
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,221,2006-05-16
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,193,2018-03-10
ASTON MARTIN,DB9,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,359,2013-09-26
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,20,327,2018-06-17
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,2004-06-13
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,356,2016-02-10
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,2005-08-22
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,356,2012-03-21
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,379,2018-12-29
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,2004-07-16
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,356,2000-09-29
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,340,2009-07-27
AUDI,A3,SUBCOMPACT,1.8,4,AM6,Z,10.0,7.1,8.7,32,200,2001-01-31
AUDI,A3 TDI (modified),SUBCOMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177,2008-05-15
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,9.8,7.2,8.6,33,198,2013-01-10
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.1,7.5,8.9,32,205,2010-03-25
AUDI,A4,COMPACT,2.0,4,AV8,Z,9.9,7.6,8.9,32,205,2016-12-26
AUDI,A4 QUATTRO,COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221,2006-01-30
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,209,2015-02-05
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,28,228,2012-04-13
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221,2018-12-31
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,209,2002-01-11
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.3,8.0,9.8,29,225,2006-07-01
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,12.0,8.1,10.3,27,237,2009-06-09
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,12.8,8.6,10.9,26,251,2007-09-26
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,35,217,2002-07-28
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,13.1,8.5,11.0,26,253,2011-03-06
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,35,217,2018-10-10
AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,242,2020-10-26
AUDI,A8,MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,26,246,2006-02-21
AUDI,A8 TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224,2008-10-28
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,242,2011-11-27
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,13.2,8.3,11.0,26,258,2019-04-24
AUDI,A8L,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344,2020-04-28
AUDI,A8L TDI (modified),FULL-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224,2000-01-07
AUDI,Q3,COMPACT,2.0,4,AS6,Z,12.0,8.2,10.3,27,237,2018-05-31
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,237,2004-06-06
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27,239,2011-12-29
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,262,2020-05-14
AUDI,Q5 TDI (modified),SUV - SMALL,3.0,6,AS8,D,10.2,7.8,9.0,31,244,2010-04-15
AUDI,Q5 HYBRID,SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,32,205,2012-03-01
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,15.2,11.0,13.3,21,306,2013-04-13
AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6,AS8,D,12.4,8.7,10.7,26,290,2016-10-26
AUDI,R8,TWO-SEATER,4.2,8,AM7,Z,17.3,10.4,14.2,20,327,2016-05-16
AUDI,R8,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,17,382,2012-12-25
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,18.2,10.6,14.8,19,347,2018-03-14
AUDI,R8,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,17,377,2007-04-03
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,AM7,Z,17.3,10.4,14.2,20,327,2020-06-27
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,17,382,2002-11-14
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,18.2,10.6,14.8,19,347,2018-03-30
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,17,377,2014-05-26
AUDI,RS 5,SUBCOMPACT,4.2,8,AM7,Z,14.9,10.1,12.8,22,294,2009-05-23
AUDI,RS 5 CABRIOLET,SUBCOMPACT,4.2,8,AM7,Z,14.8,10.6,12.9,22,297,2019-11-19
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21,313,2007-12-14
AUDI,S3,SUBCOMPACT,2.0,4,AM6,Z,10.1,7.7,9.0,31,207,2012-10-02
AUDI,S4,COMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,253,2001-04-13
AUDI,S4,COMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,269,2010-09-11
AUDI,S5,SUBCOMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,253,2002-05-27
